track_name,artist_name,danceability,energy,loudness,mode,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,is_popular
Me Enamore,La Clave Con Swing,0.902,0.69,-8.163,1,11,0.0815,0.194,1.35e-05,0.0876,0.884,102.996,452441,False
Mi Habitación,La Clave Con Swing,0.744,0.822,-6.021,0,5,0.0286,0.654,0.00024,0.182,0.916,133.959,358348,False
Mujer Falaz,La Clave Con Swing,0.906,0.6,-9.055,1,9,0.0353,0.122,0.00301,0.0976,0.96,132.048,321959,False
Por Que Te Vas,La Clave Con Swing,0.849,0.68,-5.622,1,0,0.0383,0.591,3.94e-06,0.147,0.939,129.008,377809,False
Si Volviera a Nacer,La Clave Con Swing,0.832,0.687,-6.39,0,5,0.0349,0.138,0.000332,0.225,0.964,127.969,306704,False
Viva Su Vida,La Clave Con Swing,0.639,0.88,-6.344,1,8,0.118,0.236,0.0,0.057,0.963,158.839,297770,False
Hero,Annamation,0.363,0.578,-5.416,0,9,0.031,0.0364,7.19e-06,0.314,0.105,120.205,165406,False
Are You With Me - Radio Edit,Lost Frequencies,0.763,0.61,-8.094,0,5,0.0355,0.275,2.71e-05,0.12,0.392,121.033,138013,False
The World Is Yours,Ian Brown,0.5,0.607,-6.972,1,4,0.102,0.0789,8.2e-06,0.129,0.406,84.615,271880,False
On Track,Ian Brown,0.699,0.549,-6.756,0,4,0.0341,0.146,5.74e-06,0.202,0.486,93.005,261293,False
Sister Rose,Ian Brown,0.593,0.735,-6.135,1,6,0.0362,0.0479,0.000679,0.149,0.455,91.983,232280,False
Save Us,Ian Brown,0.327,0.596,-7.411,1,0,0.117,0.0594,0.000132,0.113,0.489,79.225,297653,False
Eternal Flame,Ian Brown,0.732,0.553,-6.217,0,9,0.035,0.0388,0.00213,0.0735,0.67,88.017,256480,False
The Feeding Of The 5000,Ian Brown,0.485,0.526,-9.484,0,5,0.0466,0.301,0.000541,0.118,0.112,81.983,238360,False
Street Children,Ian Brown,0.472,0.63,-9.0,0,4,0.0508,0.0653,0.00214,0.362,0.365,155.967,232147,False
Some Folks Are Hollow,Ian Brown,0.521,0.652,-8.233,0,9,0.0314,0.169,0.13,0.1,0.364,94.938,229013,False
Goodbye To The Broken,Ian Brown,0.464,0.588,-8.932,0,5,0.0299,0.208,0.177,0.146,0.384,159.959,232813,False
Me And Your Forever,Ian Brown,0.576,0.527,-8.396,0,11,0.029,0.0954,0.123,0.424,0.36,100.01,251013,False
Illegal Attacks,Ian Brown,0.733,0.623,-8.402,0,4,0.0466,0.687,0.0,0.105,0.699,93.949,327973,False
The World Is Yours (Reprise),Ian Brown,0.308,0.512,-9.827,0,8,0.0659,0.0473,0.74,0.113,0.162,84.57,86160,False
Measure Of Distraction,Starfish Knights,0.723,0.218,-12.516,1,10,0.0692,0.947,0.85,0.104,0.271,95.986,130898,False
Life Without Courage,Starfish Knights,0.582,0.206,-16.431,1,10,0.0427,0.911,0.984,0.123,0.391,110.022,152369,False
Demand Justice,Starfish Knights,0.839,0.17,-12.9,0,7,0.0916,0.963,0.765,0.33,0.173,119.992,234307,False
A Chance For Remorse,Starfish Knights,0.715,0.327,-11.717,0,7,0.0311,0.981,0.896,0.138,0.114,130.029,301933,False
Nocturnal Realism,Starfish Knights,0.574,0.342,-13.346,0,2,0.0517,0.948,0.936,0.111,0.236,140.057,195259,False
Twister,Starfish Knights,0.66,0.128,-18.136,1,0,0.0643,0.94,0.88,0.107,0.355,86.999,224662,False
Friendship,Starfish Knights,0.726,0.278,-14.306,1,6,0.113,0.901,0.836,0.178,0.356,86.994,191530,False
Loneliness,Starfish Knights,0.785,0.155,-17.188,1,9,0.116,0.866,0.878,0.0861,0.391,88.986,187619,False
Early Morning Strength,Starfish Knights,0.772,0.239,-13.948,1,2,0.181,0.944,0.873,0.102,0.191,86.98,191365,False
Justice Party,Starfish Knights,0.613,0.444,-14.216,1,4,0.0693,0.992,0.915,0.0968,0.308,93.022,179026,False
The Boy Is Mine - Radio Edit,Brandy,0.693,0.665,-7.235,0,1,0.0421,0.246,0.0001,0.0815,0.683,93.044,240053,False
I Swear,All-4-One,0.53,0.356,-10.686,0,6,0.0234,0.208,0.0,0.121,0.222,83.28,259680,False
Don't Let Go (Love),En Vogue,0.618,0.688,-5.867,0,5,0.0477,0.409,6.32e-06,0.3,0.561,78.311,291880,False
So In Love with You,U.N.V.,0.501,0.376,-10.617,1,5,0.027,0.462,0.0,0.162,0.153,136.871,273427,False
Captured,Ephraim Lewis,0.566,0.559,-14.253,1,2,0.0385,0.0649,0.00033,0.0815,0.569,168.681,249800,False
Coming Back to You,Glenn Jones,0.686,0.62,-9.484,1,1,0.068,0.00825,1.51e-05,0.0602,0.79,174.487,286534,False
Twisted,Keith Sweat,0.615,0.514,-9.759,1,11,0.0466,0.393,0.0,0.248,0.822,175.849,260667,False
I Wanna Sex You Up,Color Me Badd,0.553,0.702,-4.829,1,2,0.108,0.00532,4.99e-06,0.0446,0.453,201.868,240200,False
Freak Like Me,Adina Howard,0.655,0.837,-6.04,0,11,0.0723,0.0262,5.85e-06,0.0454,0.66,91.014,253613,False
Stay,Eternal,0.591,0.727,-8.058,0,10,0.054,0.00411,1.53e-06,0.0289,0.846,98.528,237533,False
Freak Me,Silk,0.697,0.608,-10.976,0,4,0.0463,0.0295,0.0,0.276,0.725,133.879,274533,False
Hotel California,Al B. Sure!,0.644,0.563,-10.742,0,11,0.0333,0.0287,0.000121,0.0777,0.69,147.968,348533,False
Love You All My Lifetime,Chaka Khan,0.693,0.827,-6.437,0,10,0.0483,0.0114,0.189,0.32,0.906,103.087,281680,False
Cupid - Radio Edit,112,0.689,0.374,-11.465,1,8,0.0625,0.394,0.0,0.0293,0.887,175.524,255760,False
I Wanna Be Down,Brandy,0.703,0.469,-6.515,0,11,0.0415,0.177,0.0,0.726,0.661,86.038,291667,False
Hold On,En Vogue,0.727,0.528,-8.771,1,1,0.0585,0.077,0.0,0.344,0.383,96.934,304373,False
I Can Love You Like That,All-4-One,0.635,0.712,-4.998,1,8,0.0283,0.0811,0.0,0.322,0.423,91.024,257960,False
All 4 Love,Color Me Badd,0.807,0.75,-8.29,1,2,0.0315,0.0347,0.00017,0.149,0.797,106.389,211493,False
Angel of Mine,Eternal,0.644,0.441,-8.72,0,0,0.0246,0.0751,2.05e-06,0.0743,0.256,94.796,258933,False
Never Ever,All Saints,0.738,0.541,-5.485,1,1,0.0311,0.559,0.0,0.0492,0.309,134.187,387573,False
I'll Give All My Love to You (Single Version),Keith Sweat,0.62,0.514,-7.948,1,8,0.0417,0.431,0.0,0.148,0.453,140.062,269027,False
Stroke You Up,Changing Faces,0.729,0.517,-8.409,0,3,0.031,0.111,5.4e-06,0.0437,0.541,131.437,352240,False
Right Now,Al B. Sure!,0.635,0.522,-10.498,1,2,0.0536,0.306,0.0,0.127,0.47,163.881,354960,False
Let's Stay Together - Midnight Mix,Eric Benét,0.769,0.322,-6.615,1,6,0.0373,0.517,0.0,0.072,0.356,102.111,286973,False
It Should've Been You,Teddy Pendergrass,0.608,0.494,-10.575,1,7,0.0315,0.428,0.000151,0.125,0.414,133.887,244053,False
Sing To Me (feat. Karen O),Walter Martin,0.432,0.27,-10.155,1,10,0.0438,0.835,0.000392,0.103,0.35,130.569,185467,False
Catfish,Alei Islah,0.483,0.851,-9.073,1,6,0.0554,0.638,0.000192,0.34,0.076,91.113,134001,False
Warm Up,Alei Islah,0.242,0.602,-15.271,1,10,0.0408,0.921,0.902,0.121,0.297,83.066,244327,False
Leuv Letter,Alei Islah,0.696,0.406,-9.702,0,8,0.0944,0.897,0.0,0.167,0.601,162.878,83620,False
So Many Changes,Alei Islah,0.393,0.442,-11.573,1,7,0.0323,0.726,0.295,0.153,0.324,83.999,184245,False
MVMNT II (Get to it),Alei Islah,0.527,0.639,-8.811,1,9,0.141,0.428,1.01e-05,0.075,0.331,138.132,221037,False
Yea Yea,Alei Islah,0.795,0.854,-5.111,1,9,0.261,0.832,0.0,0.652,0.89,94.172,99775,False
Boo-ya (Doo-ya),Alei Islah,0.812,0.381,-11.451,1,0,0.353,0.941,2.65e-06,0.238,0.559,98.971,95417,False
Hunnid Ways (100 Ways),Alei Islah,0.749,0.67,-11.217,0,4,0.195,0.0557,0.026,0.14,0.603,155.965,190615,False
Nineteen Ninety-seven (1997),Alei Islah,0.709,0.892,-8.565,1,9,0.42,0.742,0.00147,0.253,0.48,138.926,167712,False
Trigger Happy,Alei Islah,0.815,0.843,-8.782,0,4,0.202,0.0276,0.00793,0.376,0.616,142.025,197261,False
Just Call Le Chris,Alei Islah,0.639,0.737,-10.846,1,8,0.364,0.358,0.00521,0.171,0.582,133.306,159554,False
Moonwalk'N,Alei Islah,0.849,0.553,-8.951,0,11,0.0496,0.128,0.000757,0.133,0.558,101.028,175951,False
Exposed,Alei Islah,0.808,0.618,-9.868,1,0,0.369,0.0193,1.24e-05,0.073,0.437,136.593,168300,False
Red Rose Polka,The Czechaholics,0.561,0.54,-7.549,1,10,0.0291,0.472,5.51e-06,0.317,0.971,112.986,172933,False
Black Gypsy Waltz,The Czechaholics,0.41,0.4,-10.153,1,3,0.0262,0.289,2.04e-06,0.162,0.818,157.486,225720,False
Cradle Polka,The Czechaholics,0.68,0.546,-7.673,1,3,0.0323,0.521,0.0,0.0467,0.965,114.697,130293,False
Beautiful Shepherdess Waltz,The Czechaholics,0.369,0.382,-10.4,1,5,0.0268,0.123,3.95e-05,0.36,0.693,157.686,208600,False
Chimney Sweep Polka,The Czechaholics,0.621,0.423,-7.795,1,3,0.0289,0.446,0.542,0.0532,0.974,112.656,160587,False
Dreamboat Waltz,The Czechaholics,0.432,0.369,-8.408,1,5,0.0252,0.303,0.0,0.132,0.756,79.256,171067,False
Walk Through This World With Me,The Czechaholics,0.41,0.401,-9.047,1,7,0.0292,0.0954,4.28e-05,0.367,0.608,120.53,226000,False
Gander Polka,The Czechaholics,0.588,0.421,-8.688,1,5,0.0261,0.316,4.2e-05,0.35,0.942,112.354,178280,False
Garden Waltz,The Czechaholics,0.562,0.457,-7.217,1,3,0.0293,0.595,0.666,0.161,0.947,110.607,247400,False
Lorianna Polka,The Czechaholics,0.648,0.64,-9.331,1,0,0.0282,0.179,0.941,0.231,0.975,127.686,160387,False
Happiness Waltz,The Czechaholics,0.268,0.433,-6.8,1,3,0.0305,0.507,2.57e-05,0.113,0.697,79.293,173107,False
"Is It Wrong, For Loving You?",The Czechaholics,0.502,0.366,-9.908,1,5,0.0332,0.35,1.14e-06,0.136,0.9,130.313,144653,False
Maryann Waltz,The Czechaholics,0.416,0.34,-9.022,1,5,0.0263,0.449,0.000586,0.13,0.479,153.337,186160,False
Roaring Mountains Polka,The Czechaholics,0.556,0.44,-8.254,1,10,0.0269,0.408,1.46e-06,0.363,0.966,112.788,199040,False
Little Tavern Waltz,The Czechaholics,0.429,0.423,-9.059,1,3,0.0315,0.699,2.04e-06,0.0734,0.944,155.746,193947,False
The More I Love You,The Czechaholics,0.425,0.356,-8.78,1,5,0.0266,0.228,3.89e-06,0.118,0.681,81.501,203147,False
Shiner Song Polka,The Czechaholics,0.606,0.437,-10.525,1,8,0.0282,0.674,2.77e-05,0.258,0.976,111.61,175680,False
Bleek's Day by Day,Blackwater Noi.D.,0.441,0.848,-9.48,0,10,0.869,0.0514,0.0,0.0791,0.631,179.995,87731,False
Breakaway,In Hearts Wake,0.491,0.994,-1.204,1,2,0.0968,3.59e-06,0.199,0.176,0.22,130.107,202750,False
Cold World,Alei Islah,0.681,0.485,-13.399,0,7,0.244,0.89,0.0159,0.105,0.465,194.048,163284,False
Disrespectful,Alei Islah,0.703,0.606,-8.907,1,11,0.0462,0.956,0.34,0.104,0.482,97.017,178536,False
Time Gone Come,Alei Islah,0.58,0.697,-9.177,1,8,0.717,0.526,5.36e-06,0.0863,0.512,81.99,199247,False
Sneak Diss,Alei Islah,0.528,0.717,-7.482,1,2,0.524,0.582,0.0,0.279,0.593,88.004,209165,False
Don't Miss,Alei Islah,0.736,0.669,-8.235,0,10,0.0422,0.818,0.163,0.095,0.797,100.994,134974,False
On Top,Alei Islah,0.6,0.642,-9.965,0,2,0.189,0.883,8.34e-05,0.0978,0.501,113.189,190062,False
Killing Sympathy,Alei Islah,0.832,0.645,-5.814,0,6,0.182,0.453,5.26e-05,0.0742,0.747,146.91,230497,False
Bloody Leuv,Alei Islah,0.666,0.576,-6.861,0,10,0.194,0.151,9.87e-06,0.118,0.358,121.23,179089,False
Plz Lord,Alei Islah,0.72,0.444,-8.65,0,5,0.0639,0.945,0.128,0.11,0.354,174.918,178204,False
Timeless,Alei Islah,0.569,0.823,-14.032,0,6,0.0413,0.17,0.0398,0.0564,0.815,94.088,180803,False
Why,Alei Islah,0.633,0.595,-6.731,0,3,0.301,0.193,9.6e-05,0.261,0.645,161.766,201025,False
Unforgettable,Alei Islah,0.944,0.572,-6.569,0,0,0.0745,0.722,0.00168,0.189,0.776,134.996,227761,False
NYBDY,Alei Islah,0.93,0.542,-10.625,0,4,0.119,0.296,0.00198,0.0875,0.491,129.975,175105,False
Free Smoke (outro),Alei Islah,0.71,0.992,-6.345,1,10,0.036,0.605,0.166,0.312,0.91,102.985,87859,False
Capitanes y Lobos,EseEilien,0.761,0.829,-6.884,1,9,0.132,0.65,0.0,0.062,0.748,129.034,163735,False
Vibras,EseEilien,0.533,0.722,-7.082,1,2,0.178,0.0985,0.0,0.0489,0.157,179.785,238293,False
Finish Him,HunnitProof Boogie,0.695,0.483,-13.513,0,10,0.297,0.0352,4.21e-05,0.246,0.356,99.954,175356,False
Arnold Calls Curtains for Cali,Rick & Bubba,0.669,0.376,-8.953,0,9,0.935,0.871,0.0,0.0749,0.671,57.572,443347,False
Will Ferrell Bday Surprise,Rick & Bubba,0.654,0.278,-15.681,1,1,0.95,0.885,0.0,0.451,0.692,90.44,546200,False
Roger Lewis Reports on Penguins,Rick & Bubba,0.646,0.346,-13.378,1,8,0.835,0.933,0.0,0.345,0.814,88.782,420720,False
Drugged Up Speedy,Rick & Bubba,0.622,0.242,-13.605,1,2,0.957,0.902,0.0,0.0715,0.594,76.539,370067,False
Driving Corpse Across Country,Rick & Bubba,0.723,0.361,-10.186,1,2,0.937,0.839,0.0,0.0666,0.66,122.266,474787,False
Lady Attacked by Dead Chihuahua,Rick & Bubba,0.657,0.386,-10.522,1,9,0.941,0.765,0.0,0.16,0.668,90.866,365160,False
Japanese Pot Smoking Monk,Rick & Bubba,0.716,0.343,-12.593,1,11,0.949,0.698,0.0,0.252,0.525,110.004,513000,False
Randy the Snake Lover,Rick & Bubba,0.743,0.209,-15.953,1,1,0.952,0.787,0.0,0.105,0.587,62.607,404507,False
Dickey Nadmyer Orders DVD,Rick & Bubba,0.683,0.366,-14.032,0,10,0.943,0.94,0.0,0.0937,0.674,100.396,659880,False
Beaver Gets Teeth Back,Rick & Bubba,0.719,0.487,-10.252,0,7,0.922,0.825,0.0,0.408,0.666,114.099,207413,False
Cornbread Set Outside,Rick & Bubba,0.641,0.412,-9.072,1,7,0.948,0.684,0.0,0.0898,0.755,86.354,326880,False
Dave and the Stinky Spray,Rick & Bubba,0.722,0.486,-7.442,1,9,0.843,0.843,0.0,0.281,0.846,77.183,257000,False
The Guys Get Townies,Rick & Bubba,0.696,0.348,-9.022,1,8,0.944,0.781,0.0,0.208,0.665,62.853,737693,False
Oompaloompa,Rick & Bubba,0.681,0.335,-13.409,0,10,0.945,0.769,0.0,0.216,0.602,98.552,438693,False
We Do Animal Sounds,Rick & Bubba,0.544,0.818,-6.057,0,5,0.55,0.716,0.0,0.223,0.724,84.924,457853,False
Bubba's Little League Shout,Rick & Bubba,0.654,0.325,-10.593,0,1,0.949,0.786,0.0,0.191,0.674,81.488,638160,False
NJ Trip Drive With Francis,Rick & Bubba,0.639,0.402,-8.812,1,9,0.925,0.829,0.0,0.243,0.807,86.17,642253,False
Rock Steady Goes to Pediatrician,Rick & Bubba,0.681,0.391,-9.869,1,0,0.947,0.898,0.0,0.12,0.708,79.123,264440,False
Mexican Slogans,Rick & Bubba,0.617,0.363,-11.802,0,4,0.958,0.771,0.0,0.0877,0.59,60.078,577000,False
Rick Shoots 7 Point With Kids,Rick & Bubba,0.68,0.328,-12.904,0,1,0.952,0.736,0.0,0.241,0.731,81.335,698000,False
Whispers on the Wind,Tonic Echo,0.589,0.524,-11.854,1,2,0.0407,0.755,0.91,0.0694,0.0879,110.012,237818,False
"Pardon Me - Live at Nippon Budokan, Tokyo, Japan - March 2004",Incubus,0.307,0.825,-8.788,1,4,0.0882,0.0323,0.000499,0.946,0.109,150.781,298200,False
"Pantomime - Live at Bukit Kiara Equestarian Park, Kuala Lumpur, Malaysia - March 2004",Incubus,0.277,0.738,-8.514,0,0,0.152,0.494,3.77e-05,0.395,0.361,170.533,316533,False
"Talk Shows on Mute - Live ""Bootleg"" Version-Sydney, Australia",Incubus,0.616,0.677,-6.382,1,0,0.0322,0.579,0.0,0.648,0.504,113.966,230200,False
"A Certain Shade of Green - Live ""Bootleg"" Version-Sydney, Australia",Incubus,0.341,0.981,-4.984,1,2,0.27,0.16,1.16e-06,0.388,0.259,123.026,212027,False
Little Ghost,Azure Dream Machine,0.506,0.655,-11.29,0,0,0.0301,0.00813,0.645,0.24,0.529,159.979,470682,False
Cat's Eye,Azure Dream Machine,0.507,0.449,-11.356,0,3,0.0267,0.00292,0.916,0.267,0.633,74.985,448874,False
Cosmic Butterfly,Azure Dream Machine,0.615,0.193,-16.879,1,0,0.0297,0.0602,0.461,0.134,0.07,120.004,451134,False
The Pillars of Creation,Azure Dream Machine,0.199,0.368,-12.167,1,7,0.0317,0.000459,0.493,0.12,0.0316,149.934,448070,False
Boomerang,Azure Dream Machine,0.545,0.549,-11.255,1,0,0.0285,0.0149,0.277,0.125,0.144,120.008,392617,False
Head of the Horse,Azure Dream Machine,0.444,0.402,-12.542,0,6,0.0394,0.145,0.931,0.099,0.171,139.967,428977,False
Fire in the Mist,Azure Dream Machine,0.531,0.573,-11.869,1,5,0.0335,0.00126,0.813,0.169,0.163,119.993,408339,False
Heart of Darkness,Azure Dream Machine,0.246,0.332,-13.351,1,7,0.0449,0.00112,0.923,0.0984,0.0371,59.999,400755,False
Water Lily,Azure Dream Machine,0.636,0.717,-11.029,1,10,0.0552,0.00616,0.286,0.0855,0.918,159.977,456971,False
Sands of the Hourglass,Azure Dream Machine,0.454,0.331,-15.209,0,4,0.0344,0.0413,0.923,0.0994,0.349,179.877,331503,False
Con Otra Mas Fea Que Yo,Lily y Su Gran Trio,0.861,0.752,-4.901,0,2,0.0324,0.342,0.000875,0.0305,0.968,135.433,211893,False
Culpas Iguales,Lily y Su Gran Trio,0.899,0.658,-4.376,1,9,0.0384,0.421,0.000165,0.0189,0.972,135.556,170440,False
No Me Vuelvas a Llamar,Lily y Su Gran Trio,0.865,0.72,-4.381,1,8,0.0366,0.377,0.000833,0.206,0.941,135.528,203093,False
Confiaba en el Amor,Lily y Su Gran Trio,0.901,0.752,-4.064,1,2,0.0425,0.383,0.00362,0.133,0.962,130.421,173240,False
Ayúdame Dios Mío,Lily y Su Gran Trio,0.858,0.742,-3.809,0,7,0.0329,0.256,0.000126,0.143,0.927,125.472,190627,False
Frente a Frente,Lily y Su Gran Trio,0.855,0.748,-5.182,0,8,0.0333,0.356,0.00101,0.134,0.961,130.523,183067,False
Besos Apasionados,Lily y Su Gran Trio,0.83,0.83,-5.51,0,11,0.0332,0.544,0.0042,0.158,0.951,128.504,160640,False
Tu Tienes la Culpa,Lily y Su Gran Trio,0.883,0.776,-4.782,0,2,0.0331,0.429,0.00173,0.21,0.953,128.56,204493,False
Lo Que Te Iba a Decir,Lily y Su Gran Trio,0.89,0.688,-6.385,0,9,0.0386,0.565,0.000175,0.0432,0.916,128.462,211800,False
Me Quede Vacía,Lily y Su Gran Trio,0.897,0.769,-5.015,1,11,0.0394,0.272,0.000317,0.186,0.915,128.439,202200,False
Gloom and the Art of Tribulation,Aborted,0.324,0.941,-5.562,0,11,0.14,2.67e-05,0.81,0.33,0.154,149.796,278433,False
Serpent of Depravity,Aborted,0.433,0.942,-4.925,1,9,0.0851,3.28e-05,0.205,0.4,0.293,140.029,201789,False
Funereal Malediction,Aborted,0.255,0.975,-4.669,1,9,0.121,9.31e-06,0.868,0.32,0.161,140.01,229992,False
I Got Money,Wnc Whopbezzy,0.747,0.818,-4.178,1,0,0.286,0.223,0.0,0.132,0.522,79.956,154368,False
Time Im On,Wnc Whopbezzy,0.753,0.483,-12.536,0,6,0.329,0.0468,0.0,0.0884,0.522,167.983,156578,False
They Don't Like That,Wnc Whopbezzy,0.75,0.81,-6.13,1,7,0.452,0.01,0.0,0.109,0.676,167.826,164544,False
Its Up,Wnc Whopbezzy,0.73,0.797,-8.003,1,2,0.392,0.149,0.0,0.0573,0.559,167.034,151693,False
Fuck Em All,Wnc Whopbezzy,0.785,0.351,-13.692,1,8,0.492,0.017,0.0,0.0692,0.464,160.178,169104,False
Rollin,Wnc Whopbezzy,0.775,0.657,-7.781,1,1,0.397,0.373,0.0,0.132,0.405,80.869,105561,False
Pacsun,Wnc Whopbezzy,0.656,0.731,-7.599,1,7,0.35,0.118,0.0,0.183,0.47,159.826,120137,False
Trap House,Wnc Whopbezzy,0.474,0.663,-10.064,1,7,0.334,0.16,0.0,0.137,0.605,83.305,120059,False
No Brainer,Wnc Whopbezzy,0.594,0.748,-5.314,0,11,0.34,0.126,0.0,0.268,0.624,83.375,119352,False
3rd World Shit,Wnc Whopbezzy,0.681,0.551,-11.543,1,11,0.615,0.274,0.0,0.391,0.661,85.509,72490,False
I Stay On E,Wnc Whopbezzy,0.598,0.747,-7.016,1,0,0.332,0.127,0.0,0.237,0.638,84.495,122070,False
Lucky #13,Confusion Born,0.593,0.43,-18.523,1,0,0.102,0.0676,0.832,0.1,0.347,162.05,198583,False
Castaway,Confusion Born,0.802,0.369,-20.738,0,11,0.0474,0.116,0.866,0.0773,0.59,119.994,216059,False
In the Doorway,Confusion Born,0.66,0.611,-15.062,0,5,0.0378,0.0772,0.883,0.0789,0.698,109.984,274965,False
162.1.2021,Confusion Born,0.51,0.708,-17.064,0,2,0.0704,0.331,0.906,0.264,0.893,161.994,284500,False
Lost in the Shipyard,Confusion Born,0.739,0.47,-15.388,1,7,0.0467,0.0283,0.892,0.0703,0.755,110.023,246622,False
Grow In Light,Confusion Born,0.584,0.59,-14.138,1,9,0.0432,0.264,0.88,0.216,0.934,161.988,211905,False
Lone Namecaps,Confusion Born,0.4,0.37,-17.962,0,2,0.197,0.112,0.889,0.102,0.0547,73.364,252056,False
Survival,Confusion Born,0.575,0.308,-18.974,1,2,0.0411,0.227,0.869,0.141,0.479,144.042,208405,False
Proj,Confusion Born,0.409,0.46,-15.557,0,1,0.0452,0.000847,0.92,0.0804,0.874,162.03,232647,False
They End Up As Stars,Confusion Born,0.292,0.371,-16.918,1,0,0.0389,0.000514,0.813,0.115,0.125,139.945,288052,False
Amenazy,zrfamelystudio,0.721,0.548,-13.03,1,0,0.0517,0.00593,0.652,0.375,0.215,130.011,148615,False
Obelisk,Northlane,0.468,0.955,-3.246,0,6,0.0566,3.7e-05,1.44e-05,0.142,0.307,107.489,254492,False
Next,Reiss Woods,0.774,0.598,-8.496,0,5,0.236,0.046,0.0,0.139,0.391,95.028,111199,False
Zodiac Sign,Sam Bostic,0.401,0.433,-10.451,1,6,0.0544,0.0448,0.0,0.047,0.421,71.315,307613,False
WON'T TELL ON MYSELF,V12,0.622,0.668,-9.848,1,6,0.514,0.355,0.0,0.0648,0.652,109.49,172460,False
Ascent,Sun & Rain,0.549,0.933,-4.614,0,10,0.0552,0.0779,0.761,0.184,0.337,105.016,361456,False
Ai Yu'os,Joe Garrido,0.763,0.442,-12.767,0,7,0.181,0.558,0.0,0.553,0.793,123.026,201585,False
Big Things,Bonney B,0.871,0.521,-10.28,0,3,0.368,0.0555,0.0,0.119,0.646,121.972,271522,False
Everywhere I Go,Bonney B,0.815,0.604,-9.572,0,8,0.238,0.0483,0.0,0.128,0.586,100.006,153856,False
Mutombo,Bonney B,0.734,0.633,-8.601,0,7,0.1,0.0946,0.0,0.0723,0.379,93.518,159652,False
Party People,Sonson,0.648,0.777,-5.577,0,5,0.0711,0.06,0.0,0.285,0.487,100.039,203000,False
Millonario,Dj Akatsuki K3,0.668,0.749,-9.395,0,10,0.0541,0.908,0.925,0.109,0.293,160.009,145865,False
Road Trip,Finestyle,0.72,0.531,-10.541,1,2,0.214,0.00654,0.912,0.0395,0.584,83.03,163381,False
Love Vibes,Sonson,0.815,0.517,-6.208,0,7,0.0866,0.734,0.0,0.0626,0.781,75.007,182787,False
Run,Nick Nittoli,0.652,0.873,-3.669,1,9,0.245,0.238,0.0,0.0672,0.675,74.857,203800,False
Top Down,Yung Hop,0.815,0.71,-6.147,1,0,0.0821,0.0233,8.29e-05,0.0893,0.518,110.0,149465,False
Pound Puppies,Bonafide Suspects,0.537,0.665,-9.215,1,7,0.392,0.235,0.0,0.389,0.473,144.824,152276,False
Il pensiero,Daniele Nick,0.679,0.678,-9.579,0,11,0.0267,0.125,0.0531,0.0824,0.547,110.012,185272,False
Ten Dimes,Mac Black,0.661,0.71,-7.399,1,2,0.306,0.0919,0.0,0.465,0.459,129.809,212496,False
Not Waiting,Keegan Chambers,0.521,0.856,-3.409,1,10,0.0507,0.141,0.000211,0.313,0.225,142.766,184430,False
Take It Easy,Leo Stroke,0.501,0.598,-7.824,1,0,0.383,0.058,0.0,0.403,0.167,63.417,192976,False
Prayer Charge,Korey Mickie,0.403,0.707,-5.381,1,1,0.211,0.0337,0.0,0.201,0.115,91.09,442070,False
We Declare Victory,Korey Mickie,0.363,0.881,-3.781,1,1,0.464,0.0169,1.03e-05,0.409,0.431,78.919,669309,False
Victory Is Here,Korey Mickie,0.562,0.931,-4.206,1,1,0.15,0.00126,0.00296,0.363,0.694,162.97,454060,False
It Is so Praise,Korey Mickie,0.519,0.954,-3.87,1,1,0.0999,0.00301,0.117,0.164,0.647,163.014,260075,False
Living With Victory,Korey Mickie,0.576,0.879,-6.26,1,1,0.0784,0.0154,0.0496,0.271,0.558,163.045,230060,False
It's Still Well,Korey Mickie,0.569,0.882,-5.147,1,1,0.115,0.00186,0.0266,0.124,0.426,163.026,346070,False
Storm Is Passing Over,Korey Mickie,0.555,0.91,-6.556,1,1,0.108,0.0179,0.868,0.0989,0.742,163.027,152059,False
They Don't Know,Korey Mickie,0.533,0.935,-5.771,1,1,0.0757,0.000982,0.0554,0.0369,0.705,163.066,250070,False
Shananigans,Shannon Alece,0.951,0.479,-10.629,1,2,0.368,0.0564,0.0,0.172,0.582,134.027,172016,False
Intro Music or Bricks,C.P Da BabyDon,0.746,0.918,-4.223,1,1,0.164,0.52,1.98e-06,0.256,0.309,141.056,44121,False
They Want in,C.P Da BabyDon,0.666,0.834,-2.428,0,4,0.0461,0.207,0.0,0.412,0.505,129.042,145345,False
